mag,place,time,updated,tz,url,detail,felt,cdi,mmi,alert,status,tsunami,sig,net,code,ids,sources,types,nst,dmin,rms,gap,magType,type,title
1.51,"6km W of Cobb, CA",1635876728760,1635885851914,,https://earthquake.usgs.gov/earthquakes/eventpage/nc73647910,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73647910&format=geojson,,,,,automatic,0,35,nc,73647910,",nc73647910,",",nc,",",focal-mechanism,nearby-cities,origin,phase-data,scitech-link,",29.0,0.01015,0.03,44.0,md,earthquake,"M 1.5 - 6km W of Cobb, CA"
1.6,"44 km NNW of Petersville, Alaska",1635876640646,1635876814110,,https://earthquake.usgs.gov/earthquakes/eventpage/ak021e2d88ao,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak021e2d88ao&format=geojson,,,,,automatic,0,39,ak,021e2d88ao,",ak021e2d88ao,",",ak,",",origin,",,,0.43,,ml,earthquake,"M 1.6 - 44 km NNW of Petersville, Alaska"
1.5,"55 km NNW of Petersville, Alaska",1635876638966,1635878347526,,https://earthquake.usgs.gov/earthquakes/eventpage/ak021e2d898k,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak021e2d898k&format=geojson,,,,,reviewed,0,35,ak,021e2d898k,",ak021e2d898k,",",ak,",",origin,phase-data,",,,0.38,,ml,earthquake,"M 1.5 - 55 km NNW of Petersville, Alaska"
-1.01,"76 km NW of Ninilchik, Alaska",1635876096260,1635900423910,,https://earthquake.usgs.gov/earthquakes/eventpage/av91043388,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=av91043388&format=geojson,,,,,reviewed,0,0,av,91043388,",av91043388,",",av,",",origin,phase-data,",4.0,,0.04,106.0,ml,earthquake,"M -1.0 - 76 km NW of Ninilchik, Alaska"
0.87,"7km NW of The Geysers, CA",1635875942060,1635876042191,,https://earthquake.usgs.gov/earthquakes/eventpage/nc73647905,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73647905&format=geojson,,,,,automatic,0,12,nc,73647905,",nc73647905,",",nc,",",nearby-cities,origin,phase-data,",14.0,0.004216,0.01,108.0,md,earthquake,"M 0.9 - 7km NW of The Geysers, CA"
1.61,"15 km SSE of Sunnyside, Utah",1635875895240,1635950005490,,https://earthquake.usgs.gov/earthquakes/eventpage/uu60466472,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=uu60466472&format=geojson,,,,,reviewed,0,40,uu,60466472,",uu60466472,",",uu,",",origin,phase-data,",8.0,0.01405,0.12,196.0,md,earthquake,"M 1.6 - 15 km SSE of Sunnyside, Utah"
1.5,"2 km NNW of Tyonek, Alaska",1635875878910,1635876072591,,https://earthquake.usgs.gov/earthquakes/eventpage/ak021e2cwwr7,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak021e2cwwr7&format=geojson,,,,,automatic,0,35,ak,021e2cwwr7,",ak021e2cwwr7,",",ak,",",origin,",,,0.39,,ml,earthquake,"M 1.5 - 2 km NNW of Tyonek, Alaska"
1.15,"7km NW of The Geysers, CA",1635875838560,1635884291684,,https://earthquake.usgs.gov/earthquakes/eventpage/nc73647900,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73647900&format=geojson,,,,,automatic,0,20,nc,73647900,",nc73647900,",",nc,",",nearby-cities,origin,phase-data,scitech-link,",26.0,0.004651,0.04,35.0,md,earthquake,"M 1.2 - 7km NW of The Geysers, CA"
1.98000002,"13 km ESE of P?hala, Hawaii",1635875688350,1635875887890,,https://earthquake.usgs.gov/earthquakes/eventpage/hv72780242,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=hv72780242&format=geojson,,,,,automatic,0,60,hv,72780242,",hv72780242,",",hv,",",origin,phase-data,",44.0,,0.109999999,180.0,md,earthquake,"M 2.0 - 13 km ESE of P?hala, Hawaii"
1.72,"15 km SSE of Sunnyside, Utah",1635875458700,1635875963750,,https://earthquake.usgs.gov/earthquakes/eventpage/uu60466467,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=uu60466467&format=geojson,,,,,reviewed,0,46,uu,60466467,",uu60466467,",",uu,",",origin,phase-data,",10.0,0.01628,0.16,197.0,ml,earthquake,"M 1.7 - 15 km SSE of Sunnyside, Utah"
2.11,"8 km ENE of P?hala, Hawaii",1635875308550,1635875638040,,https://earthquake.usgs.gov/earthquakes/eventpage/hv72780237,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=hv72780237&format=geojson,,,,,automatic,0,68,hv,72780237,",hv72780237,",",hv,",",origin,phase-data,",48.0,,0.119999997,133.0,ml,earthquake,"M 2.1 - 8 km ENE of P?hala, Hawaii"
0.66,"27 km E of Honaunau-Napoopoo, Hawaii",1635875296570,1635890090760,,https://earthquake.usgs.gov/earthquakes/eventpage/hv72780232,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=hv72780232&format=geojson,,,,,reviewed,0,7,hv,72780232,",hv72780232,",",hv,",",origin,phase-data,",12.0,,0.14,85.0,md,earthquake,"M 0.7 - 27 km E of Honaunau-Napoopoo, Hawaii"
-0.99,"78 km NW of Ninilchik, Alaska",1635875220290,1635899339850,,https://earthquake.usgs.gov/earthquakes/eventpage/av91043378,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=av91043378&format=geojson,,,,,reviewed,0,0,av,91043378,",av91043378,",",av,",",origin,phase-data,",4.0,,0.1,225.0,ml,earthquake,"M -1.0 - 78 km NW of Ninilchik, Alaska"
1.35,"7km NNE of Westmorland, CA",1635875186770,1635882513288,,https://earthquake.usgs.gov/earthquakes/eventpage/ci39847175,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci39847175&format=geojson,,,,,reviewed,0,28,ci,39847175,",ci39847175,",",ci,",",nearby-cities,origin,phase-data,scitech-link,",17.0,0.02823,0.23,58.0,ml,earthquake,"M 1.4 - 7km NNE of Westmorland, CA"
0.87,"2km N of The Geysers, CA",1635874894530,1635878292599,,https://earthquake.usgs.gov/earthquakes/eventpage/nc73647890,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73647890&format=geojson,,,,,automatic,0,12,nc,73647890,",nc73647890,",",nc,",",nearby-cities,origin,phase-data,scitech-link,",12.0,0.006887,0.03,79.0,md,earthquake,"M 0.9 - 2km N of The Geysers, CA"
0.21,"1km NNW of The Geysers, CA",1635874652360,1635874756908,,https://earthquake.usgs.gov/earthquakes/eventpage/nc73647885,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73647885&format=geojson,,,,,automatic,0,1,nc,73647885,",nc73647885,",",nc,",",nearby-cities,origin,phase-data,",6.0,0.01154,0.01,79.0,md,earthquake,"M 0.2 - 1km NNW of The Geysers, CA"
1.94,"15 km SSE of Sunnyside, Utah",1635874513020,1635875158260,,https://earthquake.usgs.gov/earthquakes/eventpage/uu60466462,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=uu60466462&format=geojson,,,,,reviewed,0,58,uu,60466462,",uu60466462,",",uu,",",origin,phase-data,",7.0,0.0108,0.09,195.0,md,earthquake,"M 1.9 - 15 km SSE of Sunnyside, Utah"
-1.03,"76 km NW of Ninilchik, Alaska",1635874044600,1635899068710,,https://earthquake.usgs.gov/earthquakes/eventpage/av91043373,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=av91043373&format=geojson,,,,,reviewed,0,0,av,91043373,",av91043373,",",av,",",origin,phase-data,",6.0,,0.33,95.0,ml,earthquake,"M -1.0 - 76 km NW of Ninilchik, Alaska"
0.89,"17km SSW of Searles Valley, CA",1635874030670,1635883583494,,https://earthquake.usgs.gov/earthquakes/eventpage/ci39847159,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci39847159&format=geojson,,,,,reviewed,0,12,ci,39847159,",ci39847159,",",ci,",",nearby-cities,origin,phase-data,scitech-link,",10.0,0.04005,0.12,158.0,ml,earthquake,"M 0.9 - 17km SSW of Searles Valley, CA"
0.67,"6km W of Cobb, CA",1635873987400,1635875175909,,https://earthquake.usgs.gov/earthquakes/eventpage/nc73647870,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73647870&format=geojson,,,,,automatic,0,7,nc,73647870,",nc73647870,",",nc,",",nearby-cities,origin,phase-data,scitech-link,",11.0,0.01205,0.02,83.0,md,earthquake,"M 0.7 - 6km W of Cobb, CA"
3.32,"40 km NNE of Vieques, Puerto Rico",1635872688840,1635874742835,,https://earthquake.usgs.gov/earthquakes/eventpage/pr2021306008,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=pr2021306008&format=geojson,,,,,reviewed,0,170,pr,2021306008,",pr2021306008,",",pr,",",origin,phase-data,",13.0,0.5914,0.34,248.0,md,earthquake,"M 3.3 - 40 km NNE of Vieques, Puerto Rico"
5.4,Balleny Islands region,1635872446473,1635962740161,,https://earthquake.usgs.gov/earthquakes/eventpage/us7000fqw8,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us7000fqw8&format=geojson,,,0.0,green,reviewed,0,449,us,7000fqw8,",us7000fqw8,",",us,",",losspager,origin,phase-data,shakemap,",,8.35,0.76,81.0,mww,earthquake,M 5.4 - Balleny Islands region
1.70000005,"Island of Hawaii, Hawaii",1635872325270,1635872520990,,https://earthquake.usgs.gov/earthquakes/eventpage/hv72780187,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=hv72780187&format=geojson,,,,,automatic,0,44,hv,72780187,",hv72780187,",",hv,",",origin,phase-data,",45.0,,0.100000001,89.0,md,earthquake,"M 1.7 - Island of Hawaii, Hawaii"
0.72,"5km E of Anza, CA",1635872156530,1635872772551,,https://earthquake.usgs.gov/earthquakes/eventpage/ci39847135,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci39847135&format=geojson,,,,,reviewed,0,8,ci,39847135,",ci39847135,",",ci,",",nearby-cities,origin,phase-data,scitech-link,",26.0,0.01028,0.09,44.0,ml,earthquake,"M 0.7 - 5km E of Anza, CA"
1.3,"46 km SSW of South Van Horn, Alaska",1635871746246,1635874028047,,https://earthquake.usgs.gov/earthquakes/eventpage/ak021e2c9nbs,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak021e2c9nbs&format=geojson,,,,,automatic,0,26,ak,021e2c9nbs,",ak021e2c9nbs,",",ak,",",origin,",,,0.34,,ml,earthquake,"M 1.3 - 46 km SSW of South Van Horn, Alaska"
5.7,"286 km WSW of Tual, Indonesia",1635871432229,1635975730040,,https://earthquake.usgs.gov/earthquakes/eventpage/us7000fqve,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us7000fqve&format=geojson,9.0,4.1,4.277,green,reviewed,0,504,us,7000fqve,",us7000fqve,usauto7000fqve,pt21306000,",",us,usauto,pt,",",dyfi,internal-moment-tensor,internal-origin,losspager,moment-tensor,origin,phase-data,shakemap,",,4.328,0.83,29.0,mww,earthquake,"M 5.7 - 286 km WSW of Tual, Indonesia"
-0.52,"65 km W of Tyonek, Alaska",1635870903290,1635915208240,,https://earthquake.usgs.gov/earthquakes/eventpage/av91043458,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=av91043458&format=geojson,,,,,reviewed,0,0,av,91043458,",av91043458,",",av,",",origin,phase-data,",6.0,,0.08,277.0,ml,earthquake,"M -0.5 - 65 km W of Tyonek, Alaska"
1.08,"8 km E of Orlando, Oklahoma",1635870795289,1635957503965,,https://earthquake.usgs.gov/earthquakes/eventpage/ok2021vmnf,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ok2021vmnf&format=geojson,,,,,reviewed,0,18,ok,2021vmnf,",ok2021vmnf,",",ok,",",origin,phase-data,",35.0,0.1304743965,0.17,65.0,ml,earthquake,"M 1.1 - 8 km E of Orlando, Oklahoma"
4.7,"73 km SSE of Hihifo, Tonga",1635869533315,1635876775040,,https://earthquake.usgs.gov/earthquakes/eventpage/us7000fqv5,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us7000fqv5&format=geojson,,,,,reviewed,0,340,us,7000fqv5,",us7000fqv5,",",us,",",origin,phase-data,",,3.233,0.57,136.0,mb,earthquake,"M 4.7 - 73 km SSE of Hihifo, Tonga"
0.39,"4km W of Walker, CA",1635869259150,1635961932920,,https://earthquake.usgs.gov/earthquakes/eventpage/nc73647865,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73647865&format=geojson,,,,,reviewed,0,2,nc,73647865,",nc73647865,",",nc,",",nearby-cities,origin,phase-data,scitech-link,",7.0,0.02061,0.08,140.0,md,earthquake,"M 0.4 - 4km W of Walker, CA"
2.52,"1 km NNE of Magas Arriba, Puerto Rico",1635869198960,1635872087180,,https://earthquake.usgs.gov/earthquakes/eventpage/pr2021306007,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=pr2021306007&format=geojson,,,,,reviewed,0,98,pr,2021306007,",pr2021306007,",",pr,",",origin,phase-data,",18.0,0.1579,0.18,75.0,md,earthquake,"M 2.5 - 1 km NNE of Magas Arriba, Puerto Rico"
-0.22,"98 km N of Karluk, Alaska",1635868932050,1635915746540,,https://earthquake.usgs.gov/earthquakes/eventpage/av91043468,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=av91043468&format=geojson,,,,,reviewed,0,0,av,91043468,",av91043468,",",av,",",origin,phase-data,",5.0,,0.23,295.0,ml,earthquake,"M -0.2 - 98 km N of Karluk, Alaska"
-0.53,"99 km N of Karluk, Alaska",1635868904650,1635915591780,,https://earthquake.usgs.gov/earthquakes/eventpage/av91043463,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=av91043463&format=geojson,,,,,reviewed,0,0,av,91043463,",av91043463,",",av,",",origin,phase-data,",4.0,,0.12,306.0,ml,earthquake,"M -0.5 - 99 km N of Karluk, Alaska"
2.1,"4km W of Walker, CA",1635868620710,1635967091165,,https://earthquake.usgs.gov/earthquakes/eventpage/nc73647860,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73647860&format=geojson,,,,,reviewed,0,68,nc,73647860,",nc73647860,nn00827294,",",nc,nn,",",focal-mechanism,nearby-cities,origin,phase-data,scitech-link,",20.0,0.02499,0.09,52.0,ml,earthquake,"M 2.1 - 4km W of Walker, CA"
1.2,"23 km NW of Clam Gulch, Alaska",1635868386730,1635877616023,,https://earthquake.usgs.gov/earthquakes/eventpage/ak021e2boyhj,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak021e2boyhj&format=geojson,,,,,reviewed,0,22,ak,021e2boyhj,",ak021e2boyhj,",",ak,",",origin,phase-data,",,,0.26,,ml,earthquake,"M 1.2 - 23 km NW of Clam Gulch, Alaska"
1.76999998,"7 km E of P?hala, Hawaii",1635868255050,1635868454190,,https://earthquake.usgs.gov/earthquakes/eventpage/hv72780107,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=hv72780107&format=geojson,,,,,automatic,0,48,hv,72780107,",hv72780107,",",hv,",",origin,phase-data,",46.0,,0.100000001,158.0,md,earthquake,"M 1.8 - 7 km E of P?hala, Hawaii"
0.7,"40 km E of Fallon Station, Nevada",1635868130470,1635907072687,,https://earthquake.usgs.gov/earthquakes/eventpage/nn00827314,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nn00827314&format=geojson,,,,,reviewed,0,8,nn,00827314,",nn00827314,",",nn,",",origin,phase-data,",7.0,0.186,0.138,325.06,ml,earthquake,"M 0.7 - 40 km E of Fallon Station, Nevada"
2.05999994,"7 km E of P?hala, Hawaii",1635867786230,1635867984190,,https://earthquake.usgs.gov/earthquakes/eventpage/hv72780092,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=hv72780092&format=geojson,,,,,automatic,0,65,hv,72780092,",hv72780092,",",hv,",",origin,phase-data,",43.0,,0.119999997,149.0,md,earthquake,"M 2.1 - 7 km E of P?hala, Hawaii"
1.65,"24 km NW of Stanley, Idaho",1635867564360,1635871599100,,https://earthquake.usgs.gov/earthquakes/eventpage/mb80528914,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=mb80528914&format=geojson,,,,,reviewed,0,42,mb,80528914,",mb80528914,",",mb,",",origin,phase-data,",10.0,0.818,0.22,82.0,ml,earthquake,"M 1.7 - 24 km NW of Stanley, Idaho"
2.03999996,"2 km S of P?hala, Hawaii",1635867108980,1635867302080,,https://earthquake.usgs.gov/earthquakes/eventpage/hv72780082,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=hv72780082&format=geojson,,,,,automatic,0,64,hv,72780082,",hv72780082,",",hv,",",origin,phase-data,",44.0,,0.100000001,150.0,md,earthquake,"M 2.0 - 2 km S of P?hala, Hawaii"
0.68,"10km NE of Aguanga, CA",1635866830910,1635871195850,,https://earthquake.usgs.gov/earthquakes/eventpage/ci39847087,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci39847087&format=geojson,,,,,reviewed,0,7,ci,39847087,",ci39847087,",",ci,",",focal-mechanism,nearby-cities,origin,phase-data,scitech-link,",29.0,0.02663,0.13,34.0,ml,earthquake,"M 0.7 - 10km NE of Aguanga, CA"
-0.49,"25 km ENE of West Yellowstone, Montana",1635866609770,1635870262690,,https://earthquake.usgs.gov/earthquakes/eventpage/uu60029394,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=uu60029394&format=geojson,,,,,reviewed,0,0,uu,60029394,",uu60029394,",",uu,",",origin,phase-data,",5.0,0.05981,0.07,140.0,md,earthquake,"M -0.5 - 25 km ENE of West Yellowstone, Montana"
-0.71,"25 km ENE of West Yellowstone, Montana",1635866597170,1635867552710,,https://earthquake.usgs.gov/earthquakes/eventpage/uu60466432,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=uu60466432&format=geojson,,,,,reviewed,0,0,uu,60466432,",uu60466432,",",uu,",",origin,phase-data,",5.0,0.06022,0.08,143.0,md,earthquake,"M -0.7 - 25 km ENE of West Yellowstone, Montana"
1.7,"60 km S of Denali National Park, Alaska",1635866259260,1635867005945,,https://earthquake.usgs.gov/earthquakes/eventpage/ak021e2bhfee,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak021e2bhfee&format=geojson,,,,,automatic,0,44,ak,021e2bhfee,",ak021e2bhfee,",",ak,",",origin,",,,0.22,,ml,earthquake,"M 1.7 - 60 km S of Denali National Park, Alaska"
2.1,"27 km W of Ninilchik, Alaska",1635866237743,1635868222040,,https://earthquake.usgs.gov/earthquakes/eventpage/ak021e2bhdr5,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak021e2bhdr5&format=geojson,,,,,automatic,0,68,ak,021e2bhdr5,",us7000fquq,ak021e2bhdr5,",",us,ak,",",origin,phase-data,",,,0.63,,ml,earthquake,"M 2.1 - 27 km W of Ninilchik, Alaska"
2.2,"51 km W of Mentone, Texas",1635865957443,1635881446066,,https://earthquake.usgs.gov/earthquakes/eventpage/tx2021vmkn,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=tx2021vmkn&format=geojson,,,,,reviewed,0,74,tx,2021vmkn,",tx2021vmkn,",",tx,",",origin,phase-data,",16.0,0.07681446256,0.2,49.0,ml,earthquake,"M 2.2 - 51 km W of Mentone, Texas"
2.12,"15 km SSE of Sunnyside, Utah",1635865919730,1635866319130,,https://earthquake.usgs.gov/earthquakes/eventpage/uu60466427,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=uu60466427&format=geojson,,,,,reviewed,0,69,uu,60466427,",uu60466427,",",uu,",",origin,phase-data,",8.0,0.01101,0.13,194.0,md,earthquake,"M 2.1 - 15 km SSE of Sunnyside, Utah"
1.64,"11km SW of Searles Valley, CA",1635865686940,1635870647170,,https://earthquake.usgs.gov/earthquakes/eventpage/ci39847079,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci39847079&format=geojson,,,,,reviewed,0,41,ci,39847079,",ci39847079,",",ci,",",nearby-cities,origin,phase-data,scitech-link,",24.0,0.1271,0.14,145.0,ml,earthquake,"M 1.6 - 11km SW of Searles Valley, CA"
2.43,"10km ESE of Willow Creek, CA",1635865435330,1635868707368,,https://earthquake.usgs.gov/earthquakes/eventpage/nc73647855,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73647855&format=geojson,,,,,automatic,0,91,nc,73647855,",nc73647855,",",nc,",",nearby-cities,origin,phase-data,scitech-link,",10.0,0.1666,0.33,80.0,md,earthquake,"M 2.4 - 10km ESE of Willow Creek, CA"
2.16000009,"2 km ESE of P?hala, Hawaii",1635865366100,1635865572820,,https://earthquake.usgs.gov/earthquakes/eventpage/hv72780047,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=hv72780047&format=geojson,,,,,automatic,0,72,hv,72780047,",hv72780047,",",hv,",",origin,phase-data,",51.0,,0.119999997,112.0,md,earthquake,"M 2.2 - 2 km ESE of P?hala, Hawaii"
1.5,"24 km SSW of Susitna, Alaska",1635865274257,1635865482629,,https://earthquake.usgs.gov/earthquakes/eventpage/ak021e2bdxzp,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak021e2bdxzp&format=geojson,,,,,automatic,0,35,ak,021e2bdxzp,",ak021e2bdxzp,",",ak,",",origin,",,,0.51,,ml,earthquake,"M 1.5 - 24 km SSW of Susitna, Alaska"
1.99,"10 km NW of Waynoka, Oklahoma",1635865251560,1635948011136,,https://earthquake.usgs.gov/earthquakes/eventpage/ok2021vmkd,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ok2021vmkd&format=geojson,,,,,reviewed,0,61,ok,2021vmkd,",ok2021vmkd,",",ok,",",origin,phase-data,",39.0,0.02609487929,0.18,74.0,ml,earthquake,"M 2.0 - 10 km NW of Waynoka, Oklahoma"
4.4,"234 km S of Sinabang, Indonesia",1635865158644,1635867098040,,https://earthquake.usgs.gov/earthquakes/eventpage/us7000fqui,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us7000fqui&format=geojson,,,,,reviewed,0,298,us,7000fqui,",us7000fqui,",",us,",",origin,phase-data,",,1.365,1.25,106.0,mb,earthquake,"M 4.4 - 234 km S of Sinabang, Indonesia"
2.05999994,"6 km SSW of P?hala, Hawaii",1635864773940,1635864962600,,https://earthquake.usgs.gov/earthquakes/eventpage/hv72780037,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=hv72780037&format=geojson,,,,,automatic,0,65,hv,72780037,",hv72780037,",",hv,",",origin,phase-data,",36.0,,0.159999996,167.0,md,earthquake,"M 2.1 - 6 km SSW of P?hala, Hawaii"
2.4,"51 km W of Mentone, Texas",1635864627932,1635879651831,,https://earthquake.usgs.gov/earthquakes/eventpage/tx2021vmjv,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=tx2021vmjv&format=geojson,,,,,reviewed,0,89,tx,2021vmjv,",tx2021vmjv,",",tx,",",origin,phase-data,",22.0,0.07357684215,0.2,48.0,ml,earthquake,"M 2.4 - 51 km W of Mentone, Texas"
4.9,"262 km S of Sinabang, Indonesia",1635864467933,1635869610040,,https://earthquake.usgs.gov/earthquakes/eventpage/us7000fque,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us7000fque&format=geojson,,,,,reviewed,0,369,us,7000fque,",us7000fque,",",us,",",origin,phase-data,",,1.477,0.99,47.0,mb,earthquake,"M 4.9 - 262 km S of Sinabang, Indonesia"
